bugId,effectiveness,keywords,tokens
149293,3,declar annot aioob problem java troubl command line arrai index org eclips jdt compil problem problem report java org aspectj org jdt report type java jdt compil java type refer org jdt ast annot resolv org aspectj org compil node annot node ajdt lookup sourc type sourc type java ajdt compil lookup type style aspect sourc type java ajdt intern aspect eclips type java weaver refer type ajdt intern compil lookup verifi type paramet meet lookup aj complet type java org compil compil compil org aspectj org jdt compil compil org ajdt build manag perform compil build manag java org ajdt intern core aj build manag build aj manag aspectj ajdt build manag batch build build manag java org ajd adapt java ajd build manag aspect build manag,declar annot problem aioob problem report java lot troubl figur eclips command line java lang arrai index bound org aspectj org eclips jdt intern compil problem problem report invalid type problem report java org aspectj org eclips jdt intern compil ast type refer report invalid type type refer java org aspectj org eclips jdt intern compil ast type refer resolv type type refer java org aspectj org eclips jdt intern compil ast type refer resolv type type refer java org aspectj org eclips jdt intern compil ast annot resolv type annot java org aspectj org eclips jdt intern compil ast ast node resolv annot ast node java org aspectj ajdt intern compil lookup eclips sourc type annot type eclips sourc type java org aspectj ajdt intern compil lookup eclips sourc type annot style aspect eclips sourc type java org aspectj ajdt intern compil lookup eclips sourc type aspect eclips sourc type java org aspectj weaver refer type aspect refer type java org aspectj ajdt intern compil lookup aj lookup environ verifi type paramet meet bound aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ complet type bind aj lookup environ java org aspectj org eclips jdt intern compil compil begin compil compil java org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java arrai index bound thrown
161217,1,npe bcel ve aspect deploy org aspectj bcel advic bcel advic org aspectj shadow implement shadow aspectj weaver implement shadow bcel weaver java bcel bcel instrument class aspect proceed join return bean bean privat properti synchron return return return public void transient transient serializ annot configur long configur public properti properti,npe bcel advic ve plai aspect deploy model error project rebuild ajdt java lang null pointer org aspectj weaver bcel bcel advic implement bcel advic java org aspectj weaver shadow implement munger shadow java org aspectj weaver shadow implement shadow java org aspectj weaver bcel bcel class weaver implement bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weaver java org aspectj weaver bcel bcel class weaver weav bcel class weav lass weav batch build build config file aspect class appli aspect percflow execut instrument bean properti public class field aspect execut configur bean properti public object proceed join point jp throw throwabl return jp proce import org springframework bean factori initi bean public class instrument bean implement initi bean instrument bean privat configur bean configur bean privat string privat transient string transient aaa public void properti set throw configur bean configur bean public string properti synchron return configur bean properti public string properti synchron return configur bean properti public void set string synchron public object synchron return public object transient return transient public void set transient string transient transient transient import java io serializ import org springframework bean factori annot configur configur public class configur bean implement serializ privat static final long serial version uid privat string properti privat string properti public configur bean public string properti return properti public string properti return properti public void set properti string properti properti properti public void set properti string properti properti properti
149908,1,npe member modifi member java null pointer org aspectj member impl modifi member aspectj impl signatur string member impl member signatur string java aspectj lazi initi class org lazi org lazi back java adaptor adaptor url class loader java depth pointcut point depth point depth print string depth system swing repaint call compon method util system join err join point system err,npe org aspectj weaver member impl modifi member impl java java lang null pointer org aspectj weaver member impl modifi member impl java org aspectj weaver member impl method signatur string member impl java org aspectj weaver member impl signatur string member impl java org aspectj weaver bcel lazi class gen initi tjp lazi class gen java org aspectj weaver bcel lazi class gen initi tjp lazi class gen java org aspectj weaver bcel lazi class gen add ajc initi lazi class gen java org aspectj weaver bcel lazi class gen write back lazi class gen java org aspectj weaver bcel lazi class gen java class byte includ reweav lazi class gen java org aspectj weaver bcel bcel weaver class file bcel weaver java org aspectj weaver bcel bcel weaver weav notifi bcel weaver java org aspectj weaver bcel bcel weaver weav bcel weaver java org aspectj weaver tool weav adaptor woven byte weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim weav url class loader defin class weav url class loader java org aspectj weaver extens url class loader defin class extens url class loader java org aspectj weaver extens url class loader find class extens url class loader java java lang class loader load class class loader java java lang class loader load class class loader java java lang class loader load class intern class loader java thread main public aspect join point trace aspect privat int call depth pointcut trace point join point trace aspect trace point call depth print join point trace point print join point call depth privat void print string prefix object messag int space call depth space system print system println prefix messag aspect edt rule checker privat boolean stress check true public pointcut swing method compon target call public pointcut thread safe method call repaint call revalid call invalid call listen call add listen call remov listen call compon method includ subclass compon swing method thread safe method edt rule checker swing util event dispatch thread stress check show system err println join point sourc locat system err println join point signatur system err println call compon constructor includ subclass call compon stress check swing util event dispatch thread system err println join point sourc locat system err println join point signatur constructor system err println run swing set
161502,1,unsupport unabl parameter type util list ljava lang object gener paramet extend throw lang unsupport oper weaver type java weaver pattern parameter exact type pattern pattern parameter signatur org aspectj pattern kind parameter aspectj weaver advic parameter advic java org aspectj type advic resolv type java resolv type declar shadow munger resolv type collect shadow resolv type aspectj weaver resolv type collect crosscut type java crosscut member add replac crosscut aspectj weaver crosscut add crosscut java bcel weaver aj compil adapt aspectj adapt adapt ajc return org aspectj intern cc aj compil java org intern manag ajdt build adapt thread run build oper thrown type lang code import org proceed lang import public main abstract public point runtim aspect main arg main element,unsupport oper thrown unabl parameter unresolv type pjava util list ljava lang object gener paramet list extend pointcut throw unsupport oper java lang unsupport oper org aspectj weaver unresolv type parameter unresolv type java org aspectj weaver pattern exact type pattern parameter exact type pattern java org aspectj weaver pattern signatur pattern parameter signatur pattern java org aspectj weaver pattern kind pointcut parameter kind pointcut java org aspectj weaver bcel bcel advic parameter bcel advic java org aspectj weaver resolv type declar advic resolv type java org aspectj weaver resolv type declar shadow munger resolv type java org aspectj weaver resolv type collect shadow munger resolv type java org aspectj weaver resolv type collect crosscut member resolv type java org aspectj weaver crosscut member set add replac aspect crosscut member set java org aspectj weaver crosscut member set add replac aspect crosscut member set java org aspectj weaver bcel bcel weaver prepar weav bcel weaver java org aspectj ajdt intern compil aj compil adapt weav aj compil adapt java org aspectj ajdt intern compil aj compil adapt compil aj compil adapt java org aspectj ajdt intern compil compil adapt ajc return org aspectj ajdt intern compil compil adapt cc ca compil adapt aj org aspectj org eclips jdt intern compil compil compil compil java org aspectj ajdt intern core builder aj build manag perform compil aj build manag java org aspectj ajdt intern core builder aj build manag build aj build manag java org aspectj ajdt intern core builder aj build manag batch build aj build manag java org aspectj ajd intern compil adapt compil compil adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java unsupport oper thrown unabl parameter unresolv type pjava util list ljava lang object reproduc compil code snippet import java util arrai list import java util list import org aspectj lang proceed join point import org aspectj lang annot import org aspectj lang annot aspect public class main public list extend element element return arrai list element class element aspect static abstract class base call list extend public list extend element list proceed join point join point return list extend join point proce catch throwabl throw runtim aspect static class concret extend base element public static void main string arg main element
171667,1,order clean receiv error line top file pointer ajdt compil problem report method overrid problem report java org eclips jdt compil method resolv method declar org org eclips compil abstract resolv intern compil type de pter org aspectj manag thread aspect manag pointer,order clean build automatico receiv error execut clean project eclips automat build receiv error line top stack file jara java lang null pointer org aspectj ajdt intern compil problem aj problem report method overrid aj problem report java org aspectj org eclips jdt intern compil ast method declar resolv statement method declar java org aspectj org eclips jdt intern compil ast abstract method declar resolv abstract method declar java org aspectj org eclips jdt intern compil ast type de pter java org aspectj ajd intern aspect build manag compil thread run aspect build manag java null pointer thrown null
175039,2,type paramet debug argument creat type signatur string pjava lang enum ljavax jw soap soap paramet erron arrai becaus type paramet fairli test ll tonight lang org parameter map java org weaver declar type aspectj resolv type direct supertyp type pattern type pattern subtyp type weaver type subtyp java org aspectj pattern match static java org weaver loadtim class adaptor class org weaver adaptor weav adaptor org aspectj weaver loadtim process java weaver class processor agent transform pre processor adapt sun transform transform java instrument instrument java java class defin lang ljava protect ljava secur class java net url class loader access url loader java java java net find class java lang lang string class sun misc launcher app java lang load lang string lang class lang class loader ljava ljava lang sourc ljava ljava unknown field desc ljava lang ljava class ljava lang sourc jrockit return class desc string ljava loader ljava unknown sourc,arrai index bound bug nest type type paramet debug stack trace load time weav ajcor file found signatur argument type factori creat type signatur string pjava lang enum ljavax jw soap soap bind paramet style method erron empti arrai paramet becaus relat gener type paramet fairli easi reproduc test case fix patch ll tonight week java lang arrai index bound org aspectj weaver resolv type member parameter map resolv type java org aspectj weaver refer type declar interfac refer type java org aspectj weaver resolv type direct supertyp resolv type java org aspectj weaver pattern type pattern match subtyp type pattern java org aspectj weaver pattern type pattern match subtyp type pattern java org aspectj weaver pattern type pattern match static type pattern java org aspectj weaver loadtim class loader weav adaptor accept class loader weav adaptor java org aspectj weaver tool weav adaptor weav class weav adaptor java org aspectj weaver loadtim aj pre process aj java org aspectj weaver loadtim class pre processor agent adapt transform class pre processor agent adapt java sun instrument transform manag transform transform manag java sun instrument instrument impl transform instrument impl java java lang class loader defin class ljava lang string bii ljava secur protect domain ljava lang class unknown sourc java secur secur class loader defin class secur class loader java java net url class loader defin class url class loader java java net url class loader access url class loader java java net url class loader run url class loader java java net url class loader find class url class loader java java lang class loader load class ljava lang string ljava lang class unknown sourc sun misc launcher app class loader load class launcher java java lang class loader load class ljava lang string ljava lang class unknown sourc java lang class loader load class nativ ljava lang string ljava lang class unknown sourc java lang class ljava lang string ljava lang class loader ljava lang class unknown sourc jrockit reflect member access class field desc ljava lang string ljava lang class loader ljava lang class unknown sourc jrockit reflect member access return class method desc ljava lang string ljava lang class loader ljava lang class unknown sourc
206732,1,itd appli clash josh list file aj packag public void advis ref bug class public void advis attempt refer version bug workplac taskdef uri org classpath aspectjtool target delet includ delet notbug includ target aj destdir classpath aspectjrt includ advis aj target iajc sourc target srcdir locat aspectjrt aspectpath locat notbug target eclips error becaus project command execut ant messag suggest dd iajc inter type bug itd conflict member void aj holder aj error workplac imd bug advis inter itd conflict member advis client thereof inde misunderstand duplic itd josh pull aspect type problem pull type reappli ds clash ad origin fix ds system consist binari aspectpath recogn itd previous itd determin detect option ll,itd problem ds appli clash binari type report josh mail list file advis aj packag bug public class advis aspect itd public void advis ref aj packag notbug import bug advis public class ref public void advis attempt build advis aj jar refer ref aj ant build xml xml version project bug basedir workplac imd bug xmln aj antlib org aspectj taskdef uri antlib org aspectj resourc org aspectj antlib xml classpath aspectjtool jar target clean delet dir bug includ class delet dir notbug includ class target target task aj iajc srcdir destdir sourc target classpath locat aspectjrt jar includ bug advis aj aj iajc target target task aj iajc sourc target srcdir classpath locat aspectjrt jar aspectpath locat includ notbug ref aj aj iajc target project eclips build error becaus project command line execut ant task marvel error messag suggest ajc itd class dd aj iajc error workplac imd bug bug advis aj inter type declar bug itd conflict exist member void bug advis aj iajc messag holder info error aj iajc error error workplac imd bug bug advis aj inter type declar bug itd conflict exist member void bug advis real case jar produc task aspect appli client thereof jar inde aspectpath classpath task misunderstand stop duplic attempt itd josh josh correct aspectpath pull aspect applic type problem pull type advis reappli ds clash ad origin build type fix don reappli ds ad ensur type system consist binari type pull aspectpath recogn itd clash member previous appli itd determin aspectpath point clash detect option implement ll option
211674,1,ataspectj annot style sensit paramet posit ashlei aspect style error section pointcut annot annot method pointcut method public void log point join point throwabl level level trace level formatt signatur throw match method annot log run test error java error db abfo pojo method work pointcut annot method trace annot level log join,ataspectj throw annot style sensit paramet posit report list ashlei william convert aspect aspect style strang error messag compil trace aspect section code pointcut execut trace annot trace void annot method trace trace throw pointcut annot method trace throw public void log join point join point trace trace throwabl level level level level trace level logger enabl level logger log level formatt format signatur throw join point match method annot trace log subclass throwabl thrown run test case error java lang verifi error class db abfo trace pojo method calcul signatur catch type subclass throwabl work aspectj throw languag extent form pointcut annot method trace trace execut trace annot trace trace trace throw throwabl annot method trace level level trace level level logger enabl level logger log level formatt format signatur throw join point
220172,5437,compil compil,compil nullpoint compil
220686,9,unsynchron weak map,unsynchron access weak hash map
163802,11,error compil class file aspect clean project error class java lang null aspectj weaver type inter type munger resolv java resolv type collect inter munger resolv org resolv inter munger includ resolv type java resolv type check inter munger java aspectj intern lookup aj lookup environ aspectj intern build manag aspect java null pointer configur icu compon unicod icu ibm icu compon plug jsch resolv fjep fat resolv org apach ant resolv apach lucen resolv aspectj ajd activ org aspect runtim resolv weaver aspect weaver resolv ajdt core develop tool activ org ajdt aspect resolv org ajdt pde aspect develop environ resolv org plugin resolv ajdt ui aspect tool org tool core ant ui resolv eclips aspectj aspect develop resolv eclips contribut visualis visualis plug resolv org contribut core cross core org xref refer plugin boot core boot org resolv org core contenttyp content activ eclips core express express languag activ org eclips filebuff core filesystem resolv org core core file macintosh resolv org job mechan org core resourc core org core core resourc compat resolv runtim core runtim core compat core runtim plug compat eclips core runtim activ eclips core runtim compat fragment resolv org variabl variabl activ debug core debug core activ ui activ equinox activ org eclips prefer org equinox registri extens registri activ activ appserv resolv org system base resolv ui system ui eclips system webapp resolv org jdt java tool resolv apt core java process org jdt ui java annot resolv org core develop tool core activ jdt manipul code function resolv activ ui jdi debug org eclips jdt doc plug guid resolv org jdt user org eclips junit java tool unit support activ eclips jdt junit runtim tool runtim support resolv org runtim develop unit org java develop tool launch org launch macosx mac os launcher activ org jdt sourc znkvre java sdk resolv org sourc macosx carbon ppc cm eclips develop sdk resolv org java develop tool activ org eclips data bind org text resolv ltk org eclips ui refactor servic releas servic osgi util os gi class resolv org environ resolv eclips build support resolv org core plug resolv org pde doc user plug user resolv eclips pde test resolv pde runtim plug develop runtim ld nk dr fg plug develop develop ui plug develop ui eclips platform doc platform plug resolv eclips guid xva insq platform plug resolv sourc carbon xva insq mtx plug develop resourc resolv rcp resolv org eclips sourc ek bxmcp rcp plug develop resolv org carbon pu ooq resolv org eclips search search support org swt widget resolv swt carbon macosx toolkit mac resolv org team core activ org team cv cv team activ ssh cv ssh resolv org cv ssh activ team cv team ui org team ui team ui text resolv org tomcat tomcat resolv org org eclips browser org ui eclips enhanc resolv cheatsheet sheet resolv consol activ org ui default text editor activ extern tool org form form org ui eclips activ resolv ui intro univers eclips ui navig common navig resolv ui navig resourc compon resolv ui resolv org ui view view eclips properti view resolv org workbench workbench activ ui workbench compat workbench resolv org texteditor text updat configur instal updat configur core updat org eclips schedul automat updat ui resolv org framework resolv org test version eclips javacc java plug activ os system,compil error time aspectj compil error compil java class file refer aspect aspect aspect project bug clean project error report class java lang null pointer org aspectj weaver resolv type collect inter type munger resolv type java org aspectj weaver resolv type collect inter type munger resolv type java org aspectj weaver resolv type inter type munger includ super resolv type java org aspectj weaver resolv type check inter type munger resolv type java org aspectj ajdt intern compil lookup aj lookup environ weav int adapt java org aspectj ajd intern aspect build manag compil thread run aspect build manag java null pointer thrown null occur plugin configur ibm icu intern compon unicod java icu activ ibm icu sourc intern compon unicod java icu sourc plug resolv jcraft jsch sch resolv net sf fjep fatjar fat jar plug resolv org apach ant apach ant resolv org apach lucen apach lucen resolv org aspectj ajd aspect activ org aspectj runtim aspect runtim resolv org aspectj weaver aspect weaver resolv org eclips ajdt core aspect develop tool core activ org eclips ajdt aspect resolv org eclips ajdt pde build aspect plug develop environ build support resolv org eclips ajdt sourc plugin resolv org eclips ajdt ui aspect develop tool ui activ org eclips ant core ant build tool core resolv org eclips ant ui ant ui resolv org eclips aspectj aspect develop tool resolv org eclips compar compar support activ org eclips contribut visualis visualis plug resolv org eclips contribut xref core cross refer core plugin activ org eclips contribut xref ui cross refer ui plugin activ org eclips core boot core boot resolv org eclips core command command resolv org eclips core contenttyp eclips content mechan activ org eclips core express express languag activ org eclips core filebuff file buffer activ org eclips core filesystem core file system resolv org eclips core filesystem macosx core file system macintosh resolv org eclips core job eclips job mechan activ org eclips core resourc core resourc manag activ org eclips core resourc compat core resourc manag compat fragment resolv org eclips core runtim core runtim activ org eclips core runtim compat core runtim plug compat activ org eclips core runtim compat auth author compat plug activ org eclips core runtim compat registri eclips registri compat fragment resolv org eclips core variabl core variabl activ org eclips debug core debug core activ org eclips debug ui debug ui activ org eclips equinox common common eclips runtim activ org eclips equinox prefer eclips prefer mechan activ org eclips equinox registri extens registri support activ org eclips system core activ org eclips appserv applic server resolv org eclips base system base resolv org eclips ui system ui resolv org eclips webapp system webapp resolv org eclips jdt eclips java develop tool resolv org eclips jdt apt core java annot process core activ org eclips jdt apt ui java annot process ui resolv org eclips jdt core java develop tool core activ org eclips jdt core manipul java code manipul function resolv org eclips jdt debug jdi debug model activ org eclips jdt debug ui jdi debug ui activ org eclips jdt doc isv eclips jdt plug develop guid resolv org eclips jdt doc user eclips java develop user guid resolv org eclips jdt junit java develop tool unit support activ org eclips jdt junit runtim java develop tool unit runtim support resolv org eclips jdt junit runtim java develop tool unit runtim support resolv org eclips jdt launch java develop tool launch support activ org eclips jdt launch macosx mac os launcher activ org eclips jdt sourc cm znkvre eclips java develop tool sdk resolv org eclips jdt sourc macosx carbon ppc cm znkvre eclips java develop tool sdk resolv org eclips jdt ui java develop tool ui activ org eclips jface face resolv org eclips jface databind face data bind resolv org eclips jface text face text resolv org eclips ltk core refactor refactor core activ org eclips ltk ui refactor refactor ui activ org eclips osgi servic os gi releas servic resolv org eclips osgi util os gi util class resolv org eclips pde eclips plug develop environ resolv org eclips pde build plug develop environ build support resolv org eclips pde core plug develop core resolv org eclips pde doc user eclips plug develop user guid resolv org eclips pde junit runtim pde unit plug test resolv org eclips pde runtim plug develop environ runtim resolv org eclips pde sourc yl ld nk dr fg eclips plug develop environ develop resourc resolv org eclips pde ui plug develop ui resolv org eclips platform eclips platform resolv org eclips platform doc isv eclips platform plug develop guid resolv org eclips platform doc user eclips workbench user guid resolv org eclips platform sourc xva insq sy mtx eclips platform plug develop resourc resolv org eclips platform sourc macosx carbon ppc xva insq sy mtx eclips platform plug develop resourc resolv org eclips rcp eclips rcp resolv org eclips rcp sourc ek bxmcp pu ooq eclips rcp plug develop resourc resolv org eclips rcp sourc macosx carbon ppc ek bxmcp pu ooq eclips rcp plug develop resourc resolv org eclips sdk eclips project sdk resolv org eclips search search support resolv org eclips swt standard widget toolkit resolv org eclips swt carbon macosx standard widget toolkit mac os carbon resolv org eclips team core team support core activ org eclips team cv core cv team core activ org eclips team cv ssh cv ssh core resolv org eclips team cv ssh cv ssh activ org eclips team cv ui cv team ui activ org eclips team ui team support ui activ org eclips text text resolv org eclips tomcat tomcat wrapper resolv org eclips ui eclips ui activ org eclips ui browser browser support activ org eclips ui carbon eclips ui mac os enhanc resolv org eclips ui cheatsheet cheat sheet resolv org eclips ui consol consol activ org eclips ui editor default text editor activ org eclips ui externaltool extern tool activ org eclips ui form eclips form activ org eclips ui id eclips id ui activ org eclips ui intro framework resolv org eclips ui intro univers univers resolv org eclips ui navig common navig view resolv org eclips ui navig resourc navig workbench compon resolv org eclips ui present present plug resolv org eclips ui view view activ org eclips ui view properti tab tab properti view resolv org eclips ui workbench workbench activ org eclips ui workbench compat workbench compat resolv org eclips ui workbench texteditor text editor framework activ org eclips updat configur instal updat configur activ org eclips updat core instal updat core activ org eclips updat schedul automat updat schedul activ org eclips updat ui instal updat ui resolv org junit unit test framework resolv org junit unit test framework version resolv sf eclips javacc java cc plug activ system bundl os gi system bundl activ
184447,1,aj id version step reproduc save file java bo restart eclips don inform lang compil lookup declar annot lookup aspectj intern weav inter type declar environ org compil aj environ weav inter type declar org aspectj compil auto run auto job org eclips job worker worker null thrown,aj lookup environ java build id eclips sdk version step reproduc occur repeatedli save aj file java file bo advis restart eclips made don reproduc ajdt version inform java lang null pointer org aspectj ajdt intern compil lookup aj lookup environ declar annot aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ weav inter type declar aj lookup environ java org aspectj ajdt intern compil lookup aj lookup environ weav inter type declar aj lookup environ java org aspectj ajdt intern compil lookup aj lookup auto build job run auto build job java org eclips core intern job worker run worker java compil error null pointer thrown null
209372,1,error number ad locat sourc locat sourc init sourc org sourc init sourc java sourc locat org aspectj ajdt context make sourc org util org eclips worker error illeg reproduc problem uncheck section compil perform compil error eclips featur org ajdt,compil error illeg argument thrown neg line line number ad gener class file thrown java lang illeg argument org aspectj bridg sourc locat valid line sourc locat java org aspectj bridg sourc locat init sourc locat java org aspectj bridg sourc locat init sourc locat java org aspectj bridg sourc locat init sourc locat java org aspectj ajdt intern core builder eclips sourc context make sourc locat eclips sourc context java org aspectj util java org eclips core intern job worker run worker java compil error illeg argument thrown neg line easi reproduc problem uncheck checkbox classfil gener section java compil option eclips full build perform aspect intern compil error thrown eclips featur version org eclips ajdt
