bugId,effectiveness,text,keywords
48956,2,ssi regular express work,ssi express work
48960,1,ssi servlet support safe configur configur ssi modul option expos legaci apach ssi direct echo printenv exec document ssi execut arbitrari program exec result safe expos site project ssi direct secur risk review file exec direct cmd option major risk apach option safe includ includ exec includ exec page serv content review user upload content site big site convert jsp ssi servlet transit time extra risk exec cmd make imposs deploi ssi request modifi configur ssi default safe direct exec cmd elimin risk arbitrari execut command del remov potentail load problem cmd direct unsaf exec default fals make easier ssi featur expos server big risk risk safer version ssi similar risk run jsp page,ssi servlet
48967,1,extern string catalina base catalina home,
48971,3,memori leak protect stop time thread option disabl default,leak stop time thread
48983,1,enhanc remot ip valv remot ip filter log,enhanc remot ip valv remot ip log
49018,1,timeout argument misprocess expir session tomcat manag step reproduc login tomcat manag applic select web applic session inact minut text field expir session button print press expir session sampl observ result session inform applic context path myapp default maximum session inact interv minut minut session minut session minut session minut session minut session minut session minut session minut session minut expir session session expir messag print expect result session idl time minut expir bug line manag servlet session print writer string int line idl time idl session expir idl patch replac idl expir becaus idl time minut submit web form expir counter,expect session idl time minut expir
49045,1,jmx enhanc provis bean factori creat standard servic bean factori doesn method creat standard servic bean issu futur enhanc jmx support tomcat discuss mark enhanc suggest start point futur enhanc jmx support,jmx bean factori creat standard servic bean factori doesn method creat standard servic bean
49075,2,protect class user doesn check argument role null,protect user doesn role
49089,1,channel data secur random uuid public static mutabl field catalina tribe io channel data secur random uuid mutabl public static field instanc method static public privat field setter final field set constructor,catalina tribe io channel data secur random uuid mutabl method
49091,2,util special charact represent privat jasper tagplugin jstl util special charact represent mutabl public static arrai class made privat,represent
49092,2,util introspect util path separ final field org apach tomcat util introspect util path separ final,util introspect util path
49102,1,coyot ajp constant constant arrai mutabl class coyot ajp constant public static empti string arrai method tran arrai respons tran arrai header tran arrai respons tran arrai local made privat index lookup index method protect,class coyot constant method tran respons tran tran respons tran local privat
49109,1,realm base authent string byte arrai catalina realm realm base authent string usernam byte credenti code return authent usernam credenti string wrong credenti byte arrai return authent usernam string credenti charset,realm base authent string byte arrai authent byte code return byte arrai charset
49110,1,runtim jsp factori impl page context pool static findbug bug org apach jasper runtim jsp factori impl page context pool static avoid deadli embrac org apach jasper runtim jsp factori impl local pool pattern id sic threadloc deadli embrac type sic categori correct class class static class danger deadli embrac class thread local outer class becaus class isn static retain refer outer class thread local refer instanc class outer instanc reachabl elig garbag collect,jsp factori impl page context pool
49116,1,memori leak http session session store standard manag unload method invalid session store instanc http session invalid execut execut standard manag unload session valid fals store session valid fals restor standard manag load regist session map session invalid session valid fals standard session invalid standard session valid expir session throw illeg state return session valid fals delet session map session made patch session invalid expir session prevent memori leak keiichi,session standard method session session session standard manag session session standard session standard session session session session session
49125,1,string byte arrai correct string byte arrai produc desir output deploi file messag factori write messag log messag string msg data byte arrai coyot ajp ajp messag dump string msg type byte,byte messag factori messag log messag msg data byte ajp ajp messag dump msg type byte
49127,1,simpl tcp replic manag start intern session simpl tcp replic manag start intern invok thread sleep interrupt,tcp replic manag start intern
49128,1,loader webapp class loader start catalina loader webapp class loader start secur,loader webapp class loader start secur
49129,1,digest authent md helper incorrect lazi initialis findbug method unsynchron lazi initi volatil static field becaus compil processor reorder instruct thread guarante complet initi object method call multipl thread make field volatil correct problem,digest authent md helper
49140,3,ineffici kei set iter standard context java,ineffici kei iter standard context java
49141,2,imposs cast factori send mail factori object instanc factori send mail factori object instanc imposs cast javax mail internet mime messag javax mail internet mime part findbug,cast factori instanc send object imposs internet mime internet mime
49142,1,miss serial version ui ds org apach catalina cluster messag base serializ declar serial version uid similarli org apach catalina session replic session org apach catalina session serializ princip org apach catalina session standard session org apach catalina tribe tipi abstract replic map map messag org apach tomcat util model manag bean,miss serial version org catalina serializ declar serial org session org catalina session serializ princip org apach catalina session session org apach catalina tribe tipi map map messag apach util
49143,1,incorrect lazi initialis incorrect lazi initi static field org apach catalina realm realm base md helper org apach catalina session standard session session context org apach catalina startup tld config tld jar org apach catalina util extens valid extens org apach tomcat util model modul mbean descriptor digest sourc digest field made volatil,initi apach helper apach standard session apach catalina tld org apach extens extens org apach util model modul mbean descriptor digest sourc digest
49144,1,incorrect lazi initi updat static field incorrect lazi initi updat static field org apach catalina startup bootstrap daemon org apach catalina startup context config context digest findbug method unsynchron lazi initi static field field set object store locat updat access set field visibl thread set futher access method set field serv initi object multithread bug els prevent thread access store object fulli initi feel confid method call multipl thread set static field set fulli popul initi,initi updat org apach catalina startup bootstrap org apach catalina startup context config context method unsynchron initi
49150,1,primari session delet backup manag stop intern backup manag stop intern protect synchron void stop intern throw lifecycl super stop intern lazi replic map map lazi replic map session map null map breakdown cluster remov manag tomcat rc super stop intern call standard manag stop intern super class session store expir activ session store session unnecessari backup manag session expir session delet cluster node result primari session node delet cluster node instanc node session primari session proxi session backup node session backup session primari session proxi node session proxi session backup session primari node stop node stop node session primari session backup node session backup session primari session expir node stop node session primari session primari session backup node session backup session backup session primari problem tomcat becaus execut super stop lazi replic map breakdown made patch trunk,store session backup manag session expir session delet cluster node
49151,1,class cast backup manag stop intern backup manag start intern constructor lazi replic map throw session lazi replic map abstract replic map init throw runtim backup manag stop intern class cast thrown becaus abstract replic map breakdown execut type session avoid class cast skip session instanceof lazi replic map lazi replic map map lazi replic map session map null map breakdown skip problem exist tomcat,backup manag intern replic map replic map
49164,4,junit test failur thread,test thread
49165,1,enhanc time format configur access log valv access log valv date time element configur output date time common log format ad capabl configur time format overrid time formatt properti class overrid dai month year time formatt properti justif enhanc log currenlti abil log process time milli accur log order request receiv determin capabl log format millisecond element,access log date time element configur date time common log format
49170,1,transmiss duplic session delta manag handl session,duplic session delta handl
49171,1,avoid raw type warn tag support,type tag support
49180,3,add option disabl log rotat file handler small enhanc file handler java suser disabl log rotat set rotat attribut fals,option log rotat file handler file handler suser log set
49184,1,index bound thrown dynam ad filter dynam ad filter context thrown java lang arrai index bound java lang system arraycopi nativ method org apach catalina core standard context add filter map standard context java org apach catalina core applic filter registr add map servlet applic filter registr java,ad ad filter context java bound system arraycopi org context filter map standard context org apach catalina core filter add map servlet applic filter java
49195,1,shutdown port window servic work print error messag instal tomcat servic window server port server xml start servic stop servic print catalina log org apach catalina startup catalina stop server shutdown port configur shut server os signal server shut messag tomcat stop print messag catalina stop server perform system exit result tomcat shutdown servic launcher stop tomcat catalina server null differenti case improv stop tomcat call catalina stop case wait sleep standard server await woken notifi call interrupt call wake thread system exit work suppos jsvc show behaviour,instal tomcat servic server port server xml
49207,1,filter set dynam ad dynam ad filter set call method add map url pattern applic filter registr java java lang illeg argument filter map unknown filter null org apach catalina core standard context valid filter map standard context java org apach catalina core standard context add filter map standard context java org apach catalina core applic filter registr add map url pattern applic filter registr java org pidster tomcat test dyn test dynam listen context initi test dynam listen java,dynam filter set call add map url pattern applic filter registr java
49209,1,access control undeploi applic run tomcat secur manag access control thrown undeploy stack trace caus java secur access control access deni java lang runtim permiss class loader java secur access control context check permiss access control context java java secur access control check permiss access control java java lang secur manag check permiss secur manag java java lang class class loader class java org apach catalina loader jdbc leak prevent clear jdbc driver registr jdbc leak prevent java assum default catalina polici updat case account,control undeploi applic run secur manag control thrown undeploy caus java deni java lang loader secur access control access control context java access java java manag check secur manag java class loader class catalina jdbc java assum polici case account
49221,1,javax servlet http cooki set domain default charset javax servlet http cooki set domain string pattern code domain pattern lower case result depend default local safer fix local local english,servlet http cooki set domain string domain lower case result depend default local local
49224,1,null pointer pool connect usernam password null jdbc pool version connect data sourc requir authent explicitli set usernam password pool properti object empti string oppos leav null null pointer thrown line pool connect connect driver,null pool connect usernam password null jdbc pool connect data sourc
49226,1,lower case upper case work local,upper work local
49227,8,lower case upper case work local,lower local
49228,3,lower case upper case work local,upper local
49235,5,servlet initi startup set class class set expect class,servlet initi set set class
49240,1,error thrown detect servlet initi context config check handl type throw class def found error isn caught class analys initialis class class refer present classpath mysql connector jar scan attempt load class occur mchang queri connect tester java lang class def found error mchang queri connect tester java lang class loader defin class nativ method java lang class loader defin class class loader java java secur secur class loader defin class secur class loader java java net url class loader defin class url class loader java java net url class loader access url class loader java java net url class loader run url class loader java java secur access control privileg nativ method java net url class loader find class url class loader java java lang class loader load class class loader java java lang class loader load class class loader java java lang class loader load class intern class loader java java lang class nativ method java lang class class java class referenc webapp class loader call webapp class loader load class directli,context config handl type class def found error caught class class class
49241,1,data sourc factori pars pool properti doesn suspect timeout call data sourc factori pars pool properti method pass properti object suspect timeout properti set kei pair pass pool properti set suspect timeout method,data sourc factori pars pool properti doesn
49269,1,shouldn max idl max activ messag default prop pool properti default max idl integ max default max activ result warn messag log max idl set match max activ line connect pool default max idl match max activ,max idl max prop
49284,2,implement ssl renegoti nio connector summari enter remind good,ssl nio
49290,8,jar scanner scan directori true caus tomcat start,jar scanner scan start
49299,3,servlet ch custom cooki affect url rewrit,servlet ch cooki affect url
49360,1,context class reload fail persist manag context class reload tomcat fail lifecycl invalid lifecycl transit attempt start compon org apach catalina session persist manag xxx state destroi,context class fail lifecycl invalid lifecycl attempt org apach catalina session persist manag xxx state
49407,1,backup manag report session session share node activ session node delta manag report session node activ copi session node back manag report consist report activ session back node,backup activ node node copi node
49426,1,manag app wrongli local,manag local
49442,3,make string manag field final,make string manag
49443,1,remot ip valv remot ip header remot ip header,ip header ip
49445,1,session id authent session replic work session id authent default session id authent true delta manag doesn notifi cluster node primari node session id replic session attribut notifi session id workaround overrid session id method notifi session id backup manag problem delta manag,delta cluster node
49476,10,expir select session manag webapp,session manag
49478,1,add encod paramet add default char set filter add default char set filter add default charset request assum iso default charset attach patch make configur introduc encod paramet paramet special default system interpret charact set utf special default iso paramet empti system jvm default charset charset set system local function minor bigger hidden annot overrid overriden method keyword static respons wrapper refer outer class bigger http servlet respons set charact encod encod manipul content type,add default set filter add default charset request assum iso default charset
49503,2,connector bind port catalina load start,connector port
49522,1,complet server statu statu caus stack trace type report messag descript server encount intern error prevent fulfil request javax servlet servlet javax manag attribut found find attribut start time org apach catalina deploi resourc org apach catalina manag statu manag servlet statu manag servlet java javax servlet http http servlet servic http servlet java javax servlet http http servlet servic http servlet java root caus javax manag attribut found find attribut start time org apach catalina deploi resourc org apach tomcat util model manag bean getter manag bean java org apach tomcat util model base model bean attribut base model bean java sun jmx interceptor default bean server interceptor attribut default bean server interceptor java sun jmx mbeanserv jmx bean server attribut jmx bean server java org apach catalina manag statu transform write context statu transform java org apach catalina manag statu transform write detail state statu transform java org apach catalina manag statu manag servlet statu manag servlet java javax servlet http http servlet servic http servlet java javax servlet http http servlet servic http servlet java,complet statu find attribut start time org apach resourc servlet servlet http http servlet http servlet http servlet java caus attribut find attribut start time apach catalina resourc apach util model manag getter manag java org model base model base model java jmx default default mbeanserv jmx bean jmx server java org catalina context java org catalina manag statu state statu manag manag statu manag java http http servic servlet java http
49525,1,unabl store data http session root context environ tomcat beta simplest webapp test jsp request session id app instal root context test jsp work fine firefox session id refresh test page btw test jsp work find tomcat,http session context
49530,9,context correctli stop shutdown,context stop
49550,3,patch respons class fix space deprec white space,respons space deprec
49551,1,set absolut path default context xml context config context config found,set path xml config config found
49567,1,start thread start async runnabl infinit amount post gener,start start async runnabl infinit
49570,3,compress filter support http proxi cach gzip content send vari accept encod header,proxi gzip content
49613,10,request attribut slow applic,request attribut
49617,1,fix expir filter doc remov remain expir activ refer remov refer remov configur paramet expir activ,expir filter expir activ refer
49625,1,tomcat doesn send vari consist gzip enabl http requir vari respons header consist respons base aspect request page compress uncompress variant negoti accept encod request header send vari header accept encod respons compress caus problem downstream cach becaus consist determin cach kei uri server xml content servic catalina connector port proxi port max http header size protocol org apach coyot http http protocol max thread min spare thread max post size max spare thread enabl lookup fals aliv timeout max aliv request redirect port accept count connect timeout disabl upload timeout true compress compress min size compress mime type text html text xml text javascript text css engin catalina default host localhost host localhost app base webapp unpack rs fals auto deploi fals debug xml valid fals xml namespac awar fals host engin servic,page compress encod request header vari header encod respons compress
49655,1,express factori impl creat method express el spec conform,express factori creat express spec
49665,10,file found error occur file caus error,error file error
49667,1,jdbc leak prevent class regist unregist jcbc driver,jdbc leak class regist jcbc
49670,1,org apach catalina authent singl sign valv function web applic declar realm context xml configur authent web xml standard tomcat authent method enabl tomcat valv host ad realm host host localhost app base webapp unpack rs true auto deploi true realm class org apach catalina realm jaa realm app sso user class role class context class loader fals singl sign valv share authent web applic document doc config valv html valv class org apach catalina authent singl sign access log process document doc config valv html valv class org apach catalina valv access log valv directori log prefix localhost access log suffix txt pattern common resolv host fals ad jaa configur sso app jaa conf file server realm jaa conf configur properli web applic requir user authent access applic authent applic requir authent access applic exact configur work tomcat environ ident configur oper tomcat server,org apach catalina authent singl valv function web applic declar realm context xml configur authent web xml tomcat authent method tomcat valv ad realm localhost webapp unpack auto realm class org apach catalina realm jaa realm sso class role class context class loader fals singl valv authent web applic document config valv html valv class org apach catalina authent singl access process
49683,1,separ aliv connect timeout apr nativ connector,aliv connect apr
49714,1,annot process jar impact distribut web xml distribut set web xml servlet distribut true fals annot process jar context config process annot context config process annot protect void process annot set web xml fragment web xml fragment fragment fragment metadata complet web xml annot web xml url url fragment url process annot url url annot set web xml set hash set web xml set add annot merg annot fragment fragment prioriti fragment merg set distribut annot creat web xml fals default annot merg fragment distribut fragment fals becaus fragment merg web xml web applic distribut set web xml distribut true fals annot set distribut true,annot process jar distribut web xml
49721,1,fail access resourc jsp file jar file support servlet put jsp file jar file test tomcat support view browser fail,put file jar file support
49726,4,jsp configur element default content type jsp properti group work incorrectli tomcat trunk,jsp type jsp properti incorrectli
49730,1,race condit standard thread executor request enqueu creat thread tomcat configur executor min spare thread work memori leak issu redeploy develop refresh page webapp safari chrome firefox resourc page serv static resourc ms instanc request page html resourc js css imag analysi found org apach catalina core standard thread executor task queue offer runnabl statement parent activ count parent pool size true unexpectedli scenario thread pool executor empti user refresh page access empti cach web browser page resourc browser establish tcp connect thread creat browser receiv respons decid load resourc parallel establish tcp connect test acceptor thread call standard thread executor execut process incom connect call standard thread executor task queue offer runnabl call studi sourc java thread pool executor small delai time thread creat increas pool size time start work task increas activ count case connect establish rapid burst call task queue offer faster small delai parent activ count parent pool size task enqueu forc creation thread serv aliv enabl tomcat thread care tcp connect time request queue wait aliv timeout thread return pool serv pend task aliv time request serv eventhough pool full server idl fact issu test case start empti pool occur load server thing trigger issu burst tcp connect problem lower aliv timeout keepal disabl case depend time serv request issu affect tomcat becaus tc thread return pool http request tcp connect aliv impact tc aliv disabl,analysi core executor offer runnabl parent activ parent pool size
49749,1,sso cooki ad http sso cooki made http default org apach catalina authent authent base regist respons add cooki cooki respons add cooki intern cooki true,sso cooki ad sso http default base respons add cooki cooki respons intern cooki
49750,1,webapp class loader valid valid javax servlet method valid class method document valid classnam srv restrict load class se java class servlet api javax servlet,webapp class valid valid
49802,1,shutdown ajp connector work,ajp connector work
49831,1,issu close xa connect mssql xa connect mssql notic physic connect close data sourc proxi close boolean call method invok org apach tomcat jdbc pool pool connect disconn call connect close sql server connect attribut proxi object type microsoft sqlserver jdbc sql server connect pool proxi wrap physic connect type microsoft sqlserver jdbc sql server connect call close proxi object notifi pool manag connect releas back pool close underli physic connect pool connect disconn implement read privat void disconnect boolean final discard return set discard true connect null connect close catch log debug enabl log debug unabl close underli sql connect connect null xa connect null connect final parent final logic properli close xa connect mssql privat void disconnect boolean final discard return set discard true connect null xa connect null xa connect close els connect close catch log debug enabl log debug unabl close underli sql connect connect null xa connect null connect final parent final,privat void disconnect final discard return set discard connect null xa connect null xa connect close connect close log debug enabl log debug unabl close connect connect null xa connect null connect final parent final
49856,3,connector thread pool link executor expos jmx view connector object thread pool object jmx executor shown expos jmx link connector thread pool executor determin,object object connector
49861,1,log format rmi port improv remov,format rmi port improv
49869,2,javadoc web app class loader constructor copi past error constructor parent class loader copi doc string constructor parent class loader,parent class loader copi parent class loader
49876,1,correct gener relat compil warn org apach tomcat util bcel classfil file explan file compil time gener relat warn displai org apach tomcat util bcel classfil patch clean warn,relat warn org apach tomcat util bcel classfil file
49883,3,java lang unsupport oper method call,unsupport oper method
49890,9,nio selector issu linux platform,nio selector
49892,1,wrong jndi method resourc inject method base jndi env inject work correctli patch attach java ee specif section ee annot inject patch solv problem,annot inject
49915,1,patch standard server swallow error store config standard server store config call swallow lead impresss work correctli save manag applic manag save jconsol ve remov catch throwabl block thrown find registerd bean,standard server store config
49924,1,primari node primari node primari session true backup manag primari node switch delta session primari session true primari node primari node primari node stop primari session primari node stop primari node switch abstract replic map primari node switch map owner backup manag object made primai call primari session true method backup manag object made primai public void object made primai object kei object null instanceof delta session delta session session delta session synchron session session access session end access primari session primari node switch primari session true primari node made patch primari session set true backup manag object made primai call primari node map owner object made primai call,primari node backup manag object
49937,2,problem async listen resourc inject,async listen
49952,6,servlet initi add listen,servlet initi add listen
49956,9,resourc jndi,
49985,1,lazi initi synchron data race ast integ ast float point ast string,initi synchron ast float ast
49986,2,doubl check lock data race jsp servlet wrapper,jsp servlet
49987,1,data race applic context,data applic
50016,1,bad divis respons user role request login logout method,respons user role request login
50017,2,make privat immut field final,privat immut
50021,1,util class miss bootstrap jar startup bootstrap jasper util util class bootstrap jar caus nasti failur wrong initi bootstrap fairli simpl matter updat build xml includ wasn includ jasper class bootstrap thing tomcat util util ident wrong thing grab,util class bootstrap jar
50025,1,connect method class data sourc proxi credenti,connect method data sourc
50027,4,null pointer context xml present resourc deploi war contex xml meta inf context xml resourc tag tomcat don boot error java lang null pointer org apach catalina core standard context object kei properti standard context java org apach catalina core standard context set resourc standard context java org apach catalina core standard context resourc standard context java org apach catalina startup set rule end set rule java org apach tomcat util digest digest end element digest java sun org apach xerc intern parser abstract sax parser end element abstract sax parser java sun org apach xerc intern parser abstract xml document parser empti element abstract xml document parser java sun org apach xerc intern impl xml document fragment scanner impl scan start element xml document fragment scanner impl java sun org apach xerc intern impl xml document fragment scanner impl fragment content driver xml document fragment scanner impl java sun org apach xerc intern impl xml document scanner impl xml document scanner impl java sun org apach xerc intern impl xml document fragment scanner impl scan document xml document fragment scanner impl java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml parser pars xml parser java sun org apach xerc intern parser abstract sax parser pars abstract sax parser java sun org apach xerc intern jaxp sax parser impl jaxpsax parser pars sax parser impl java org apach tomcat util digest digest pars digest java org apach catalina startup catalina load catalina java org apach catalina startup catalina load catalina java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org apach catalina startup bootstrap load bootstrap java org apach catalina startup bootstrap main bootstrap java org apach catalina startup catalina load aviso catalina start conf server xml java lang null pointer org apach tomcat util digest digest creat sax digest java org apach tomcat util digest digest creat sax digest java org apach tomcat util digest digest end element digest java sun org apach xerc intern parser abstract sax parser end element abstract sax parser java sun org apach xerc intern parser abstract xml document parser empti element abstract xml document parser java sun org apach xerc intern impl xml document fragment scanner impl scan start element xml document fragment scanner impl java sun org apach xerc intern impl xml document fragment scanner impl fragment content driver xml document fragment scanner impl java sun org apach xerc intern impl xml document scanner impl xml document scanner impl java sun org apach xerc intern impl xml document fragment scanner impl scan document xml document fragment scanner impl java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml parser pars xml parser java sun org apach xerc intern parser abstract sax parser pars abstract sax parser java sun org apach xerc intern jaxp sax parser impl jaxpsax parser pars sax parser impl java org apach tomcat util digest digest pars digest java org apach catalina startup catalina load catalina java org apach catalina startup catalina load catalina java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org apach catalina startup bootstrap load bootstrap java org apach catalina startup bootstrap main bootstrap java caus java lang null pointer org apach catalina core standard context object kei properti standard context java org apach catalina core standard context set resourc standard context java org apach catalina core standard context resourc standard context java org apach catalina startup set rule end set rule java org apach tomcat util digest digest end element digest java org apach tomcat util digest set properti rule begin aviso set properti rule server servic engin host context set properti sourc org eclips jst jee server bestforkprim find match properti org apach tomcat util digest digest end element grave end event threw java lang null pointer org apach catalina core standard context object kei properti standard context java org apach catalina core standard context set resourc standard context java org apach catalina core standard context resourc standard context java org apach catalina startup set rule end set rule java org apach tomcat util digest digest end element digest java sun org apach xerc intern parser abstract sax parser end element abstract sax parser java sun org apach xerc intern parser abstract xml document parser empti element abstract xml document parser java sun org apach xerc intern impl xml document fragment scanner impl scan start element xml document fragment scanner impl java sun org apach xerc intern impl xml document fragment scanner impl fragment content driver xml document fragment scanner impl java sun org apach xerc intern impl xml document scanner impl xml document scanner impl java sun org apach xerc intern impl xml document fragment scanner impl scan document xml document fragment scanner impl java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml parser pars xml parser java sun org apach xerc intern parser abstract sax parser pars abstract sax parser java sun org apach xerc intern jaxp sax parser impl jaxpsax parser pars sax parser impl java org apach tomcat util digest digest pars digest java org apach catalina startup catalina load catalina java org apach catalina startup catalina start catalina java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org apach catalina startup bootstrap start bootstrap java org apach catalina startup bootstrap main bootstrap java org apach catalina startup catalina load aviso catalina start conf server xml java lang null pointer org apach tomcat util digest digest creat sax digest java org apach tomcat util digest digest creat sax digest java org apach tomcat util digest digest end element digest java sun org apach xerc intern parser abstract sax parser end element abstract sax parser java sun org apach xerc intern parser abstract xml document parser empti element abstract xml document parser java sun org apach xerc intern impl xml document fragment scanner impl scan start element xml document fragment scanner impl java sun org apach xerc intern impl xml document fragment scanner impl fragment content driver xml document fragment scanner impl java sun org apach xerc intern impl xml document scanner impl xml document scanner impl java sun org apach xerc intern impl xml document fragment scanner impl scan document xml document fragment scanner impl java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml configur pars xml configur java sun org apach xerc intern parser xml parser pars xml parser java sun org apach xerc intern parser abstract sax parser pars abstract sax parser java sun org apach xerc intern jaxp sax parser impl jaxpsax parser pars sax parser impl java org apach tomcat util digest digest pars digest java org apach catalina startup catalina load catalina java org apach catalina startup catalina start catalina java sun reflect nativ method accessor impl invok nativ method sun reflect nativ method accessor impl invok nativ method accessor impl java sun reflect deleg method accessor impl invok deleg method accessor impl java java lang reflect method invok method java org apach catalina startup bootstrap start bootstrap java org apach catalina startup bootstrap main bootstrap java caus java lang null pointer org apach catalina core standard context object kei properti standard context java org apach catalina core standard context set resourc standard context java org apach catalina core standard context resourc standard context java org apach catalina startup set rule end set rule java org apach tomcat util digest digest end element digest java org apach catalina startup catalina start grave start server server instanc configur contex xml ob replac xxxx xml version encod utf context privileg true reload true watch resourc web inf web xml watch resourc watch resourc meta inf context xml watch resourc resourc jdbc bestfork auth type mchang combo pool data sourc factori org apach factori bean factori user xxx password xxxx driver class org postgresql driver jdbc url jdbc postgresql localhost xxxxx min pool size max pool size acquir increment idl connect test period max idl time resourc mail session auth type javax mail session mail smtp host xxxx mail smtp auth true usernam xxx password xxx mail user xxxx mail password xxxx mail smtp port mail transport protocol smtp mail debug true realm class org apach catalina realm jdbc realm driver org postgresql driver connect url jdbc postgresql localhost xxxx connect xxxx connect password xxxx user tabl usuario user col usuario cpf user cred col usuario senha user role tabl usuario papel role col papel nome digest md context,pointer xml present resourc deploi context lang pointer org catalina core standard context object kei properti org catalina core context context org core standard resourc context catalina set apach util digest end digest parser abstract parser end sax parser org apach xerc xml parser empti element document sun org apach xerc intern scanner impl xml impl sun document impl fragment scanner impl sun org apach intern impl xml document scanner xerc impl document fragment scanner impl scan document document fragment java sun intern configur xml configur sun org apach xerc intern parser xml pars configur java sun parser xml pars xml apach xerc intern parser org apach xerc intern sax parser jaxpsax sax parser util digest pars java org apach startup load org catalina startup catalina load java reflect method impl reflect method impl method accessor java sun deleg accessor invok deleg impl java lang invok method java org apach startup bootstrap org catalina startup bootstrap apach catalina catalina load aviso server lang null pointer org apach tomcat util creat digest java apach digest digest apach tomcat parser abstract parser java org intern document empti element xml document parser apach intern impl xml fragment scanner scan start xml document fragment sun apach xerc xml document fragment scanner impl fragment content document java apach xerc document scanner impl document scanner impl java apach xerc intern document scanner impl scan document xml impl sun apach xerc intern xml pars xml configur org xerc xml configur xml configur org apach xerc xml java sun org abstract sax pars parser java xerc sax impl jaxpsax parser sax apach digest digest java org catalina load catalina java org apach startup catalina catalina java sun method accessor method invok method accessor impl reflect deleg method invok deleg method accessor impl lang reflect method method org apach startup bootstrap bootstrap org catalina bootstrap java caus lang null pointer catalina standard context object kei properti standard context java catalina core context set standard core standard resourc context java org catalina set end set rule org tomcat digest digest end element java org tomcat util context set server properti org util element end event threw java pointer apach catalina context kei standard catalina standard set java org catalina standard resourc standard java org org tomcat digest java org apach intern abstract end abstract sax java apach xerc intern document empti element abstract java org apach xerc intern xml document scanner scan fragment impl xml document impl content impl org xerc intern impl xml scanner impl document impl java sun intern document scanner scan document xml scanner java sun org xerc configur xml java sun org apach xerc intern parser xml configur pars configur sun intern xml parser java apach xerc parser parser abstract xerc intern sax impl jaxpsax parser pars java apach digest pars apach catalina catalina load catalina java apach catalina startup catalina catalina sun accessor method accessor impl invok accessor java reflect deleg accessor deleg accessor java lang reflect method method java org catalina bootstrap start bootstrap java org bootstrap bootstrap java server lang util creat java org tomcat util sax digest java org apach tomcat util element digest java sun xerc end java intern parser document parser empti element abstract document java org apach xerc intern impl fragment scanner impl scan xml scanner impl java org xerc intern impl xml fragment impl document scanner impl sun intern scanner impl document impl java sun org apach intern impl xml document fragment scan xml fragment scanner java org xerc intern xml configur pars xml java org apach xerc intern xml pars configur java sun xerc intern xml java apach intern abstract sax pars abstract sun org apach jaxp sax jaxpsax impl org apach tomcat pars org apach catalina startup catalina catalina start java reflect accessor impl method sun reflect accessor impl invok method java deleg accessor deleg lang invok method bootstrap start bootstrap java apach bootstrap main bootstrap null pointer catalina object kei properti standard java org core standard context standard org apach catalina context java org apach catalina startup set java apach tomcat catalina startup server server xxxx utf privileg reload true watch resourc web watch watch xml resourc resourc bestfork auth type mchang factori org factori factori xxx xxxx class postgresql url localhost min pool size acquir increment connect max idl resourc session auth smtp auth user password port transport protocol true org apach jdbc xxxx xxxx user cpf user role papel nome digest md context
50054,1,ajp connector min spare thread found warn messag oct pm org apach catalina startup set properti rule begin warn set properti rule server servic connector set properti min spare thread find match properti ajp connector config connector port protocol ajp redirect port min spare thread http connector min spare thread org apach coyot ajp ajp protocol doesn set min spare thread org apach tomcat util net io endpoint made patch patch made base abstract http protocol,ajp ajp protocol min spare thread
50059,1,resourc serv web inf lib jar meta inf resourc metadata complet true set web xml,web jar resourc metadata true
50063,4,latest trunck configur context metadata complet true version,configur context metadata
50066,2,compil recurs tag ant class webapp,compil recurs tag
